feature1,feature2,feature3,feature4,feature5,feature6,feature7,class_label
0.7584565171277278,0.4661136315426244,0.48,0.5,0.5864001990957229,0.7729713432446902,0.7929713432446902,imU
0.799191561570998,0.5182089762592705,0.48,0.5,0.5734390485910461,0.8641044881296353,0.8745957807854989,imU
0.7428400116644228,0.4106631671034917,0.48,0.5,0.48715998833557717,0.7339115777195344,0.697602099737905,imU
0.7409697237986502,0.47054044204808776,0.48,0.5,0.51634342540045,0.651828287299775,0.68,imU
0.672917041096616,0.3787511232898479,0.48,0.5,0.5472926027415399,0.6545852054830797,0.6931266849347718,imU
0.8384549203695374,0.5384549203695375,0.48,0.5,0.7480913722211933,0.917455162961591,0.6998182259258279,imU
0.7541485858808468,0.39804952862694887,0.48,0.5,0.6241485858808468,0.7592104966645329,0.7851857323510584,imU
0.8181707523617467,0.5327235841205823,0.48,0.5,0.7245325444220378,0.893319808442135,0.7048509439196118,imU
0.7199885919745493,0.4380079856178154,0.48,0.5,0.5160045632101803,0.6340125488279956,0.6680136896305408,imU
0.6846120316611046,0.4627715778372267,0.48,0.5,0.5301551873355582,0.6729267651727848,0.7104655620066744,imU
0.6665992277458803,0.4734007722541197,0.48,0.5,0.5520985842007805,0.7076990990368602,0.7454993564549002,imU
0.715796040989565,0.4491719941443479,0.48,0.5,0.4637579912165218,0.73,0.7166879765773915,imU
0.8044616358161276,0.5277194971007584,0.48,0.5,0.5670679248438322,0.8654389942015168,0.876090566458443,imU
0.7518677586869431,0.4244057131450636,0.48,0.5,0.5359338793434716,0.8113583699541405,0.8311885737098729,imU
0.6077416289551614,0.3503215384475486,0.48,0.5,0.5832267873434837,0.7429033484179355,0.7664516742089678,imU
0.6970301714926882,0.5651693944331829,0.48,0.5,0.5251879314029247,0.7037030171492688,0.7437030171492688,imU
0.7676314576842428,0.5878966770521155,0.48,0.5,0.5076314576842428,0.7634202037896995,0.7423685423157572,imU
0.7432933000136838,0.6687246235632186,0.48,0.5,0.5137584588122605,0.7139309882320743,0.7519654941160372,imU
0.7696124527594299,0.6138754724057012,0.48,0.5,0.5512664147169594,0.7420415091980996,0.7756332073584797,imU
0.705072161909714,0.44502405396990463,0.48,0.5,0.5050240539699047,0.7735748648528435,0.7785508108829389,imU
0.832455100096795,0.4895808388942664,0.48,0.5,0.5495808388942665,0.7766467111541312,0.74,imU
0.7827401470417614,0.5436299264791193,0.48,0.5,0.529110220562642,0.8086653308439631,0.7845905146461647,imU
0.5922887002104025,0.5967661315235783,0.48,0.5,0.5848258104377252,0.7332338684764217,0.7587064526094314,imU
0.785096392555852,0.5084849204714071,0.48,0.5,0.47603311674933313,0.7384849204714071,0.717355411166222,imU
0.761471509768315,0.47324358791483523,0.48,0.5,0.5654351865059524,0.7458860390732601,0.74,imU
0.8423966448553488,0.43074381575561466,0.48,0.5,0.46628092122192677,0.6977685527331561,0.7123966448553488,imU
0.7747769138943952,0.5368634867904133,0.48,0.5,0.49925194373761084,0.7668634867904133,0.7328346291584072,imU
0.7371109365019058,0.4339259113751588,0.48,0.5,0.5232595066223,0.7125186203738882,0.7346667976235707,imU
0.663287455000696,0.5246446835707989,0.48,0.5,0.617762485000232,0.7617285542859794,0.7877624850002319,imU
0.6809140670371274,0.48466963767185434,0.48,0.5,0.5275293870722544,0.7732488858730546,0.7311674094179635,imU
0.5328508053290295,0.5399919340551285,0.48,0.5,0.602858871273901,0.7342862904246337,0.7642862904246337,imU
0.6828617871838327,0.4824436717899054,0.48,0.5,0.5263236555528654,0.7740836230787854,0.7306109179474763,imU
0.6406995772375929,0.42320987317127784,0.48,0.5,0.4890946406519539,0.7694650211381203,0.7994650211381203,imU
0.7275664375942276,0.4751462473358678,0.48,0.5,0.5436302853875398,0.786968076103344,0.812726057077508,imU
0.601241002066965,0.3265332567176363,0.48,0.5,0.59503599173214,0.7556205010334826,0.7784307515502238,imU
0.6435770455863131,0.42226284093105215,0.48,0.5,0.5048912502415741,0.7632114772068435,0.7932114772068435,imU
0.49395236908721185,0.6042234605648442,0.9841905236511527,0.5,0.560608056782648,0.7124322271305918,0.7421281987392679,imU
0.6880175386222229,0.42,0.48,0.5,0.5643036449333332,0.7743036449333331,0.7943036449333332,imU
0.6668885667108008,0.4034510941020703,0.48,0.5,0.5469021882041406,0.7982744529489648,0.779660339187129,imU
0.8181780157486283,0.47054241259890256,0.48,0.5,0.6027120629945129,0.752906809449177,0.7639916346469822,imU
0.7854741322285975,0.39620694217121977,0.48,0.5,0.45547413222859756,0.7792671900573777,0.690948264457195,imU
0.8503543897984477,0.47908577211024866,0.48,0.5,0.5750744707527958,0.7534514632661492,0.7659886986425472,imU
0.8286180773646761,0.3973839817965468,0.48,0.5,0.59,0.8623100682629495,0.876002059161223,imU
0.795324162194252,0.3253241621942519,0.48,0.5,0.580049871106808,0.820349097747656,0.840299226640848,imU
0.7982996125656098,0.5202496771380081,0.48,0.5,0.5719500645723984,0.8573245802794105,0.8692746448518089,imU
0.81,0.5225521847360461,0.48,0.5,0.57,0.8029696626244156,0.8204174778883694,imU
0.8049058255919981,0.3830595706154254,0.48,0.5,0.5914016644548565,0.7553504161137141,0.7853504161137141,imU
0.8103414655748622,0.45685636976381233,0.48,0.5,0.5039403832441995,0.7401138218582874,0.7170840134803872,imU
0.4759575566052325,0.504681674539244,0.6348964717360455,0.5,0.6021273301843024,0.7310636650921511,0.7610636650921512,imU
0.6241116991517983,0.45005730973214203,0.48,0.5,0.5354871327232074,0.735028654866071,0.7252578937946392,imU
0.4968048171673328,0.46201036128754996,0.48,0.5,0.6193298795708166,0.7413402408583666,0.7713402408583666,imU
0.49783812514254405,0.4552003232512855,0.48,0.5,0.6084807758030852,0.7256009697538565,0.7556009697538565,imU
0.6510857321019964,0.39280301033189413,0.48,0.5,0.24777748486778112,0.5326767011063138,0.4537624332083103,imU
0.76,0.6272677516364542,0.48,0.5,0.5,0.6769071006545817,0.7141493590424635,imU
0.5710434303950254,0.38016475216763557,0.48,0.5,0.06241636512532189,0.4905491738921186,0.331592604287144,imU
0.7759310937055972,0.4790347393909214,0.48,0.5,0.5,0.6271725519797269,0.6518621874111945,imU
0.7113713185206064,0.5085208427944101,0.48,0.5,0.6696764839450495,0.8549460806575082,0.8485208427944101,imU
0.715427655470768,0.5311019753907692,0.48,0.5,0.7055098769538457,0.8666118523446149,0.8512664183569245,imU
0.7485030593505091,0.53,0.48,0.5,0.6426782025857619,0.8644093690318645,0.8744093690318645,imU
0.7619839682428061,0.5002286928058614,0.48,0.5,0.5982447245630552,0.7319839682428061,0.7604573856117227,imU
0.5999174195202435,0.4099174195202434,0.48,0.5,0.3207089415335499,0.5412870048918459,0.4710392634525762,imU
0.6364077221437147,0.43922316643114406,0.48,0.5,0.6017467207305789,0.6674764457005651,0.7102918899879945,imU
0.7714481943796326,0.5118579738257095,0.48,0.5,0.5926775327178632,0.8110384149335558,0.8301094280207011,imU
0.7975029486111352,0.45126621736124367,0.48,0.5,0.6262367312498915,0.7987455770832972,0.8187455770832972,imU
0.7130002967087834,0.4634168397467903,0.48,0.5,0.36387563050616467,0.66279202518978,0.6100422477213675,imU
0.7607646991771341,0.41168233818969496,0.48,0.5,0.5010705788479877,0.5929058568731095,0.6227529170376827,imU
0.7895193862197131,0.40879846554928245,0.48,0.5,0.6592790793295695,0.8095193862197131,0.8295994885164274,imU
0.7106881519706391,0.30076945695087315,0.48,0.5,0.5914576089215121,0.7199593475098829,0.7542508692941854,imU
0.7376252895205537,0.46484034752243397,0.5559822394803864,0.5,0.4660731660439279,0.7270776061738313,0.6887671814785061,imU
0.7326752185715948,0.44821652095227016,0.5793629544759024,0.5,0.6408917395238649,0.7908917395238649,0.8128025655714783,imU
0.524798622800316,0.6228883788149319,0.9329804301623544,0.5,0.552266972711041,0.71,0.7412888378814931,imU
0.6551471454722522,0.4837110064035719,0.49484402561428764,0.5,0.5405709240620881,0.7002854620310439,0.74,imU
0.8236609717509681,0.4951187043320425,0.48,0.5,0.5074802159446595,0.6861807558063086,0.7061807558063086,imU
0.7004869695815604,0.42,0.48,0.5,0.5614260839427168,0.7714260839427168,0.7914260839427169,imU
0.5672887267964037,0.5945422546407192,0.8851710344739143,0.5,0.6019567374037621,0.7563732360778422,0.7311670026518395,imU
0.5701563264008338,0.38009263786716085,0.48,0.5,0.06039950080213108,0.4902489642679947,0.3302142250678094,imU
0.5729345800892108,0.38635825685995684,0.48,0.5,0.08836760752903827,0.5012492236753083,0.35103115730601114,imU
0.7334271380093205,0.6691186738604928,0.48,0.5,0.5286169282976549,0.7120440663069754,0.7520440663069754,imU
0.561132861751596,0.4884790192973738,0.48,0.5,0.6313916077189495,0.7286083922810505,0.7643041961405252,imU
0.6609228828198885,0.43269279295027874,0.48,0.5,0.618353982026078,0.7292768648459665,0.7661845765639778,imU
0.7687381622821323,0.43678233208060924,0.48,0.5,0.42908515852396,0.7171293283224369,0.6612302704702206,imU
0.7166757331034833,0.4219073523152809,0.48,0.5,0.33239779004932607,0.6576294092611237,0.5744595551724722,imU
0.6738741753844432,0.3934031194044443,0.48,0.5,0.2141358731511092,0.5704187164266656,0.4707327537466649,imU
0.6664295435495392,0.4619651120171083,0.48,0.5,0.27696647298646326,0.6298228381468318,0.5276805642765554,imU
0.8530034349299759,0.546501717464988,0.48,0.5,0.6719793904201447,0.8484811078851326,0.7845223270448433,imU
0.7733760304201117,0.6885983513278212,0.48,0.5,0.5173888395461452,0.7233760304201117,0.7607008243360893,imU
0.8015246290275294,0.5342376854862354,0.48,0.5,0.5403362015963528,0.7810086047890583,0.7952462902752936,imU
0.8053757313085246,0.5246242686914755,0.48,0.5,0.5538150595798359,0.7522543878511474,0.7722543878511474,imU
0.8214345893808368,0.54,0.48,0.5,0.6571729469041842,0.8234598647803516,0.6925738357523348,imU
0.8533118209288255,0.45558423876156595,0.48,0.5,0.5140692935397391,0.7092425273890866,0.7292425273890866,imU
0.6861911341269785,0.6514265976190645,0.48,0.5,0.4827770101851917,0.41444597962961655,0.3420637113756595,pp
0.7159525773519941,0.5801778349300221,0.48,0.5,0.45005927831000736,0.5219644330139956,0.4261304122820162,pp
0.6645413103147354,0.5570743908313462,0.48,0.5,0.4619214942695914,0.48130990802257195,0.4857644828087743,pp
0.6779068114103063,0.6284109904914114,0.48,0.5,0.5047670285257658,0.47213142472233044,0.34530944373950767,pp
0.705013953458386,0.5899441861664558,0.48,0.5,0.5198883723329119,0.43476279120743766,0.37484651195775376,pp
0.6872511341599256,0.7438630913207812,0.48,0.5,0.44526020743933037,0.6028676279604837,0.5128676279604837,pp
0.6733832780513375,0.8332334438973251,0.48,0.5,0.36676655610267483,0.570599336616049,0.4938327805133742,pp
0.7340012984886262,0.7639948060454951,0.48,0.5,0.47196494080709195,0.5180025969772525,0.3940272682611507,pp
0.7301097449556868,0.7804389798227472,0.48,0.5,0.5790122953988187,0.5097805100886263,0.311097449556868,pp
0.7018027752445372,0.7433436078178984,0.48,0.5,0.5264252729646206,0.49026194267117607,0.3212788899021851,pp
0.6133103132619131,0.5975172650535651,0.48,0.5,0.44248273494643486,0.39662062652382635,0.3907585181012178,pp
0.688345662647801,0.6658641566195025,0.48,0.5,0.30703093374684576,0.393308674704398,0.25116677712734325,pp
0.6502183908233038,0.8163864942645649,0.48,0.5,0.3444540229417405,0.4104367816466076,0.41062212638300155,pp
0.6549858026651947,0.8126064800110404,0.48,0.5,0.4187109573292852,0.4725212960022081,0.39005678933922155,pp
0.651493259638326,0.7544797789149782,0.48,0.5,0.5091554327305434,0.44681760582276075,0.20532434618443474,pp
0.7190862170820245,0.7609137829179756,0.48,0.5,0.37871671530191975,0.518049266904014,0.43335718505410126,pp
0.6857968584952286,0.688984292476143,0.48,0.5,0.40258136223244556,0.42686869058282295,0.3262906811162228,pp
0.6670484488739784,0.6173788778150541,0.48,0.5,0.5166409900335487,0.3722136633445162,0.3807378877815054,pp
0.6539393769789111,0.8946667412927911,0.48,0.5,0.38830300316625777,0.47648487222952446,0.45648487222952444,pp
0.5869167740121712,0.6661254830547709,0.48,0.5,0.39,0.47,0.3328194623353619,pp
0.6202034228297933,0.6868208868860302,0.48,0.5,0.3935859587735567,0.49510171141489673,0.32641404122644335,pp
0.6557119339958161,0.7522240513365875,0.48,0.5,0.4422240513365875,0.5098399633310089,0.48048011000697327,pp
0.66,0.7357426688035226,0.48,0.5,0.32419110398825807,0.3970293247859097,0.41864711680939354,pp
0.6768601706313694,0.789419488105892,0.48,0.5,0.3734830713646482,0.4337203412627387,0.36662290073327886,pp
0.5966107515149625,0.6245436533329175,0.48,0.5,0.42925505212094744,0.42,0.346201294546135,pp
0.70662674851576,0.72555222904298,0.48,0.5,0.46223885478509996,0.40334331287106,0.30104458085960006,pp
0.6779110735965167,0.8179110735965167,0.48,0.5,0.352843956754717,0.6019546927198839,0.4952432814920175,pp
0.6626294104656234,0.8547411790687531,0.48,0.5,0.3452588209312468,0.44155292558748094,0.38629410465623415,pp
0.4352083490518177,0.4528409176646278,0.48,0.5,0.509053027445124,0.34633207975710717,0.4253851072022312,pp
0.346973961499215,0.42793213335827107,0.48,0.5,0.5165130192503925,0.294329917046458,0.38168587259370096,pp
0.6839196909873155,0.5867133464796299,0.48,0.5,0.4611503287321295,0.43737067718370404,0.517699342535741,pp
0.7587230137284787,0.7280845205927181,0.48,0.5,0.44063849313576064,0.3925539725430426,0.3917026483620284,pp
0.6913751603193128,0.6658745190420615,0.48,0.5,0.3233777254283181,0.406501923831754,0.2716286873441951,pp
0.63,0.5705368651336892,0.48,0.5,0.4904218226050416,0.6988495747135229,0.20072860268143544,pp
0.6336399948615882,0.6682798612628815,0.48,0.5,0.4463200616609415,0.6090001284602948,0.2727998972317642,pp
0.719146281258276,0.7574388437748278,0.48,0.5,0.4959582053547783,0.45425076787133023,0.40106269196783256,pp
0.6318966332469735,0.8533617836355926,0.48,0.5,0.39758653298789426,0.4703161055411622,0.34221273878813585,pp
0.5641320312872016,0.557118415332692,0.48,0.5,0.4282291294483422,0.37118058036777185,0.29350680797725476,pp
0.6606870672017567,0.7529618940824594,0.48,0.5,0.49566397151402714,0.4245496537614054,0.40841224032105405,pp
0.6207397906712333,0.8211225119451998,0.48,0.5,0.47035706939726685,0.3629591626849334,0.39926020932876666,pp
0.6554259085033596,0.7481388627550394,0.48,0.5,0.5406728801588276,0.4720400740928522,0.3349105315760542,pp
0.7293895656215172,0.6208620240012871,0.48,0.5,0.4129263770810115,0.54,0.345852754162023,pp
0.6522355984557914,0.8008233011581565,0.48,0.5,0.3883533976836871,0.4052944980697393,0.4338822007721043,pp
0.6636190907497694,0.750247455150876,0.48,0.5,0.49281927189880126,0.4641714544498617,0.4047238181499539,pp
0.703053260859167,0.5993135869929153,0.48,0.5,0.5554201087112495,0.5238165760739588,0.4292366847852082,pp
0.42259561143082125,0.40954202122491834,0.48,0.5,0.5226717420406557,0.35083982694032895,0.38977101061245917,pp
0.6433788485740676,0.5074017360358448,0.48,0.5,0.5062336226726408,0.5450655093094368,0.4636353587084856,pp
0.7423173415861976,0.8213421152807656,0.48,0.5,0.36536531682760476,0.5068297284334816,0.3310975226305432,pp
0.5770556258733972,0.5668016978010528,0.48,0.5,0.42025392807234446,0.3870556258733972,0.31218258990956943,pp
0.6802339023530162,0.6846491464704758,0.48,0.5,0.37812878117587073,0.41929829294095156,0.2839474394114273,pp
0.7057366090977139,0.71,0.48,0.5,0.4085267818045723,0.6679017270685844,0.5861159815051626,pp
0.707999023114448,0.7699926733583596,0.48,0.5,0.32001221106940064,0.7240141648405047,0.5940312603376656,pp
0.7193418262440623,0.6036199556576572,0.48,0.5,0.42,0.6949363031695326,0.6130626285102365,pp
0.6965912689602479,0.6945396966360329,0.48,0.5,0.46659126896024794,0.5304523862385123,0.39841664816520683,pp
0.6770677041072446,0.7793083265715913,0.48,0.5,0.4677593775356533,0.5312031123217338,0.24189478575014245,pp
0.6966680273868545,0.6411106575377152,0.48,0.5,0.4666680273868545,0.503336054773709,0.4550061232408453,pp
0.6240856563044127,0.8177430310867619,0.48,0.5,0.46,0.33957171847793655,0.35505778065146043,pp
0.5109843949674345,0.6564811821666122,0.48,0.5,0.48100275382927626,0.3415041307439144,0.3565087204593748,pp
0.6406654972968095,0.7873380108127618,0.48,0.5,0.4035551657656032,0.42910682342163503,0.2468826522496509,pp
0.6423885842995285,0.6852228314009429,0.48,0.5,0.5710933033011001,0.4082590561996857,0.4168419326489785,pp
0.6629147779469191,0.6847982771857829,0.48,0.5,0.46,0.38131535221832485,0.41617331546319014,pp
0.680341913566756,0.670683827133512,0.48,0.5,0.488803302516354,0.40752209846863174,0.34871879595227767,pp
0.5076419270048274,0.5462557424650043,0.48,0.5,0.503258313307321,0.4,0.40187212876749784,pp
0.6465284884038371,0.7669430231923258,0.48,0.5,0.43797936016354755,0.3665284884038371,0.3963212210095928,pp
0.7233965244691128,0.8254890133467888,0.48,0.5,0.3862774666330279,0.48130403559143686,0.34209248887767596,pp
0.6249962037792258,0.7874943056688388,0.48,0.5,0.4450189811038707,0.46501898110387074,0.5150189811038708,pp
0.6754298861477845,0.8145701138522154,0.48,0.5,0.4074730331337633,0.44204314698597874,0.35747303313376333,pp
0.6562555080646997,0.850638770161749,0.48,0.5,0.34561673790295055,0.4062555080646996,0.3749779677412014,pp
0.5496938837422174,0.7238921362399937,0.48,0.5,0.4087026212533354,0.4370991262488882,0.4206413980017789,pp
0.41169992550758944,0.5047456440500129,0.48,0.5,0.5095685778136352,0.40695428145757656,0.3791629188651402,pp
0.5270846072062696,0.5441049946840752,0.48,0.5,0.5851982669817242,0.4474169214412539,0.4385101937389028,pp
0.6855167152194979,0.6743978013536924,0.48,0.5,0.4681895894024372,0.48284384103655864,0.4573271258170607,pp
0.6245312652606436,0.8322656326303218,0.48,0.5,0.4396093063271036,0.3803906936728964,0.4,pp
0.6534996649453739,0.5503888516605971,0.48,0.5,0.4507777033211942,0.5310272007392551,0.3,pp
0.6588308367853953,0.6837539444151204,0.48,0.5,0.4569538645778351,0.4418769722075602,0.3269538645778351,pp
0.3933446164983218,0.4435217471744511,0.48,0.5,0.5062125568113551,0.3236103125125157,0.354230269878968,pp
0.6883259345521866,0.6466518691043733,0.48,0.5,0.6233037382087466,0.47958148363804665,0.4141851636195333,pp
0.5883992879067849,0.5786049050155786,0.48,0.5,0.6025403480829148,0.42508069616582966,0.4017621044248744,pp
0.6842456088651733,0.6615087822696536,0.48,0.5,0.5494385241124251,0.4339648709213858,0.3697192620562126,pp
0.6591802003878375,0.8008457843568105,0.48,0.5,0.391659087782811,0.636675328248216,0.56,pp
0.5587713528997825,0.7252099205447717,0.48,0.5,0.4813685941300653,0.3741057823901957,0.38615867358529354,pp
0.5266964766443022,0.6020870595805378,0.48,0.5,0.4595647020973111,0.44769529146811776,0.4451729339848911,pp
0.7192969761699622,0.6635151191501885,0.48,0.5,0.42169294439657873,0.5833858887931576,0.36210907149011307,pp
0.6522687291537305,0.7003700333540313,0.48,0.5,0.4875462541692539,0.4518986957996991,0.20349560206910347,pp
0.7069286903926115,0.6327568811362547,0.48,0.5,0.35755754733487916,0.4881864042771469,0.26031442847113384,pp
0.692402619608336,0.6271914862729079,0.48,0.5,0.471201309804168,0.39399345097915994,0.324399345097916,pp
0.71,0.6623050749304548,0.48,0.5,0.45453653105366765,0.41047573874753934,0.32,pp
0.6116359958655695,0.6028045643409763,0.48,0.5,0.43894828837213384,0.39151913901802887,0.3794157157622966,pp
0.6073483465311178,0.5993370866327794,0.48,0.5,0.43668543316389735,0.3953033069377643,0.37668543316389735,pp
0.685069097589092,0.7906312854192747,0.48,0.5,0.4580276390356368,0.5626036463836379,0.26542399265199884,pp
0.6032859005252414,0.6731080274948968,0.48,0.5,0.43328590052524146,0.38346377355558603,0.3434281989495171,pp
0.731146126810825,0.7459025821261167,0.48,0.5,0.32770774637835004,0.5167191902162375,0.5052435446847083,pp
0.47156587976055564,0.5284175679361482,0.48,0.5,0.4552527038084445,0.5394449354732224,0.5989229755530372,im
0.5906533361407063,0.45647458429836774,0.48,0.5,0.5186070827192205,0.8347549989472351,0.8522958324560292,im
0.3328376836264489,0.47806280604408147,0.48,0.5,0.5609004896705303,0.8356753672528977,0.8047748775823674,im
0.44518485849516937,0.4130155929958595,0.48,0.5,0.5727691150023003,0.75216926549931,0.7763845575011502,im
0.4904577583152585,0.5902920387371856,0.48,0.5,0.4997079612628143,0.8582083671579259,0.8682083671579259,im
0.39561615356065183,0.5086730360766127,0.48,0.5,0.410829352452117,0.7633886234968078,0.41976291582123687,im
0.44298343347596225,0.46059851931370127,0.48,0.5,0.65,0.7805985193137013,0.8005985193137013,im
0.3388051956310665,0.4862683985436888,0.48,0.5,0.6188969681553426,0.5914337652427203,0.6411948043689335,im
0.5491830214817972,0.4781697851820282,0.48,0.5,0.5691830214817971,0.7824509355546085,0.8024509355546086,im
0.15137181376951908,0.6371342903366943,0.48,0.5,0.6966770190801879,0.6248168768135987,0.6688412932384522,im
0.44006941032030555,0.5305290745297566,0.48,0.5,0.613746723995914,0.8295403357905489,0.8476322686324391,im
0.567684316650767,0.3564713981880601,0.48,0.5,0.5229427963761203,0.8605995746328421,0.874128176444782,im
0.6985079569220369,0.43191474039554495,0.48,0.5,0.5002131490111376,0.7423410384178201,0.7682984086155926,im
0.4669337404513288,0.4369337404513288,0.48,0.5,0.5947734961805314,0.7721602442707973,0.7947734961805315,im
0.41104880462296517,0.47862195334908514,0.48,0.5,0.4644755976885174,0.8358658600472555,0.8534512244811987,im
0.5870590949747856,0.5005884649786647,0.48,0.5,0.5347059449941813,0.7105877550446102,0.5835286600698246,im
0.454322252184419,0.603574546816047,0.48,0.5,0.347616968789302,0.909252294631628,0.911939220973721,im
0.44090228875214715,0.660413538217196,0.48,0.5,0.5852255721880368,0.7687593853484121,0.5492481358833634,im
0.6934387955315067,0.4123521709547938,0.48,0.5,0.5820357843602736,0.8012655463780809,0.8243879553150675,im
0.7191454531848167,0.4548727191089002,0.48,0.5,0.5270909363036661,0.6634181872607332,0.7034181872607331,im
0.32931781618356204,0.5705876366560642,0.48,0.5,0.5491185450159038,0.7820567282962243,0.6196116345115941,im
0.46103631236252995,0.5899035988499972,0.48,0.5,0.3603615043125104,0.7599035988499973,0.2312773152375369,im
0.5115525909752803,0.4910100154293935,0.48,0.5,0.431669450946157,0.7545826372634608,0.7782136890829664,im
0.3570311558247753,0.5116971755439113,0.48,0.5,0.6068481025613076,0.7116971755439112,0.7397575463508698,im
0.350767982004001,0.5515521979559889,0.48,0.5,0.4446241259719929,0.7761519730060016,0.4561925578759686,im
0.11319441596566066,0.5028130529545612,0.48,0.5,0.3787477881817551,0.6969510514203954,0.5118694704543877,im
0.14004982591445805,0.4940049825914458,0.48,0.5,0.41200249129572286,0.6579850522256626,0.23603238684439773,im
0.505435633896506,0.5239141785286746,0.48,0.5,0.5369570892643374,0.7869570892643374,0.760871267793012,im
0.5116954341529099,0.6108477170764549,0.48,0.5,0.5021305282201816,0.7927606982630007,0.8168042076697278,im
0.6083205668162284,0.5325191497756574,0.48,0.5,0.5683205668162284,0.8229007085202855,0.8383205668162284,im
0.5119651514813475,0.39803484851865256,0.48,0.5,0.6178606059253897,0.7314262627164068,0.7514262627164068,im
0.6859401129801261,0.3746866290066246,0.48,0.5,0.5341961797161785,0.9026566854966878,0.9126566854966878,im
0.5064902022529794,0.5351336213043417,0.48,0.5,0.5759455330830022,0.7329753125296536,0.768920845612656,im
0.3479950390638186,0.4589975195319093,0.48,0.5,0.4230074414042721,0.8260148828085442,0.8450124023404535,im
0.3652660052026552,0.5129786597297932,0.48,0.5,0.41228734547286194,0.7682446649324484,0.7911834986993362,im
0.6589038593529438,0.42787062217112154,0.48,0.5,0.58922730392514,0.7510961406470562,0.7818059332566822,im
0.5209708146289559,0.39742337297632685,0.48,0.5,0.6583868604131573,0.6641970938026414,0.709357675042113,im
0.462381693952181,0.44216964175652484,0.48,0.5,0.5387656243579728,0.7039151791217375,0.7258727686826063,im
0.652357442261005,0.4820151411397653,0.48,0.5,0.5574524807536684,0.7223574422610051,0.756539948676449,im
0.48330359947602614,0.4492448915483369,0.48,0.5,0.6000943885564579,0.7793392801047948,0.7994336686612526,im
0.19309671590680297,0.51,0.48,0.5,0.3925160189350723,0.4837740284026084,0.5572256704492069,im
0.6216883251003336,0.5178355336008895,0.48,0.5,0.5945888340022238,0.7955411165997777,0.8155411165997777,im
0.5900860400764298,0.4112732266588277,0.48,0.5,0.5430901600117585,0.8402718533470516,0.827181693335293,im
0.6099943015006828,0.5049971507503415,0.9133827203274153,0.5,0.5483285845839024,0.7516771139154148,0.7766799631650734,im
0.4327257825311711,0.44047697105510086,0.48,0.5,0.5148041303794079,0.6163202753586272,0.5485690868346975,im
0.25812768976693756,0.5388610852255699,0.48,0.5,0.33,0.6151164647594449,0.6647109454436471,im
0.6524525642211478,0.5766377041297992,0.48,0.5,0.6560205711009613,0.6738765733942325,0.7059177155961549,im
0.4658257343517957,0.4838949196392409,0.48,0.5,0.5761050803607591,0.7089824866065401,0.7489824866065401,im
0.5658125528357767,0.4078159927694688,0.48,0.5,0.6270937235821117,0.7278159927694687,0.73,im
0.36664007731100656,0.5224900289916274,0.48,0.5,0.5837549855041863,0.684584995168062,0.7245849951680621,im
0.681187424057792,0.4250834345896107,0.48,0.5,0.5558194275683983,0.8202845618997832,0.7652011273101724,im
0.3769371020687363,0.43400513918464045,0.48,0.5,0.4471989721630719,0.5731938329784315,0.6259948608153596,im
0.46006213207270075,0.5779051469399337,0.48,0.5,0.5364088233256006,0.6391022058314002,0.5194636026269674,im
0.44601675005954033,0.47070899993504695,0.48,0.5,0.5692910000649531,0.736902999978349,0.7636287499729363,im
0.25814809980693043,0.4702733881733853,0.48,0.5,0.38374776894189044,0.5021692569222062,0.5571163641340167,im
0.5831199795014405,0.5531199795014405,0.48,0.5,0.5531272820447998,0.7987490871820802,0.8187490871820801,im
0.523169711852584,0.4087798079017227,0.48,0.5,0.5524403841965546,0.6478027250221218,0.6934128210712605,im
0.4757803942593465,0.48765334048177794,0.48,0.5,0.6615607885186929,0.6729709749256991,0.7132831326294378,im
0.5429012239480292,0.43620884331167886,0.48,0.5,0.4785493880259854,0.8528240820389781,0.8537911566883212,im
0.4762006427134124,0.489309207766075,0.48,0.5,0.5155098504794875,0.7696546038830375,0.7127631689357,im
0.5540847189083367,0.5629576405458316,0.48,0.5,0.5505635391812526,0.7345537081222177,0.7680748878493019,im
0.3664279966309534,0.47701235996104,0.48,0.5,0.5105843633300867,0.6940905433106067,0.7240905433106067,im
0.5294060792777133,0.46227727972914245,0.48,0.5,0.5606601064559997,0.795511626275428,0.8138944530022852,im
0.5235371765526764,0.594543752679509,0.48,0.5,0.6322483559682919,0.6833019728380497,0.7177516440317081,im
0.532826407641448,0.5307811290391085,0.48,0.5,0.5577698093885235,0.715724530786184,0.7539773606988303,im
0.6298860625432033,0.6500569687283984,0.48,0.5,0.6588606254320339,0.6711393745679661,0.7109684683827712,im
0.45054193888447475,0.46747324738224544,0.48,0.5,0.5303969627466559,0.7994580611155252,0.7498550238621812,im
0.1893079225128812,0.50330449677137,0.48,0.5,0.5899134903141101,0.71669550322863,0.6998269806282204,im
0.5848308587669887,0.4981038573458736,0.48,0.5,0.6505192867293679,0.7321557860188104,0.7621557860188104,im
0.5305197247579823,0.5318179918549027,0.48,0.5,0.5475307850005668,0.7646754332257699,0.735063659597204,im
0.3659701999461167,0.4761913184626395,0.48,0.5,0.512874540714797,0.6908844740660913,0.7186732889008629,im
0.7266858211344448,0.6174520910335576,0.48,0.5,0.6360344780420006,0.6792911935042215,0.7166283577311104,im
0.3407859624448086,0.5588646355321255,0.48,0.5,0.34646278478418147,0.7788646355321255,0.7994323177660627,im
